[2025-10-24T15:26:39.943+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-24T15:26:39.958+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: load_neo4j_from_gold.load_neo4j manual__2025-10-24T15:26:39.052485+00:00 [queued]>
[2025-10-24T15:26:39.962+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: load_neo4j_from_gold.load_neo4j manual__2025-10-24T15:26:39.052485+00:00 [queued]>
[2025-10-24T15:26:39.962+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-24T15:27:32.418+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=260,000
[2025-10-24T15:27:32.418+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=280,000
[2025-10-24T15:27:32.418+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=300,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=320,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=340,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=360,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=380,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=400,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=420,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=440,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=460,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=480,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=500,000
[2025-10-24T15:27:32.419+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=520,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=540,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=560,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=580,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=600,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=620,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=640,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=660,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=680,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=700,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=720,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=740,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=760,000
[2025-10-24T15:27:32.420+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=780,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=800,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=820,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=840,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=860,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=880,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=900,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=920,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=940,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=960,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=980,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,000,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,020,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,040,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,060,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,080,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,100,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,120,000
[2025-10-24T15:27:32.421+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,140,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,160,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,180,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,200,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,220,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,240,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,260,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,280,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,300,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,320,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,340,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,360,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,380,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,400,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,420,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,440,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,460,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,480,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,500,000
[2025-10-24T15:27:32.422+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,520,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,540,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,560,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,580,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,600,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,620,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,640,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,660,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,680,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,700,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,720,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,740,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,760,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,780,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,800,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,820,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,840,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,860,000
[2025-10-24T15:27:32.423+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,880,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,900,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,920,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,940,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,960,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=1,980,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,000,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,020,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,040,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,060,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,080,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,100,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,120,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,140,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,160,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,180,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,200,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,220,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,240,000
[2025-10-24T15:27:32.424+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,260,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,280,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,300,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,320,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,340,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,360,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,380,000
[2025-10-24T15:27:32.425+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,400,000
[2025-10-24T15:28:10.223+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,420,000
[2025-10-24T15:28:10.230+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,440,000
[2025-10-24T15:28:10.232+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,460,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,480,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,500,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,520,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,540,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,560,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,580,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,600,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,620,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,640,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,660,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,680,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,700,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,720,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,740,000
[2025-10-24T15:28:10.233+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,760,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,780,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,800,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,820,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,840,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,860,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,880,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,900,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,920,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,940,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,960,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=2,980,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,000,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,020,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,040,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,060,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,080,000
[2025-10-24T15:28:10.234+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,100,000
[2025-10-24T15:28:10.236+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,120,000
[2025-10-24T15:28:10.236+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,140,000
[2025-10-24T15:28:10.237+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,160,000
[2025-10-24T15:28:10.237+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,180,000
[2025-10-24T15:28:10.237+0000] {subprocess.py:93} INFO - [neo4j] edges batch OK (+20,000) total=3,200,000
